iter	RMSE
349	0.07237133671
350	0.07223273598
351	0.07220812916
352	0.0721939461
353	0.07212275301
354	0.0721078372
355	0.07200863303
356	0.07195353062
357	0.07182474777
358	0.07167124395
359	0.07152379875
360	0.07144739284
361	0.07128929836
362	0.07118602229
363	0.07109607945
364	0.07103603096
365	0.07093829626
366	0.07091804442
367	0.07081186313
368	0.07070919413
369	0.07069048871
370	0.07055606946
371	0.07050461162
372	0.07033052299
373	0.07026786293
374	0.070189339
375	0.07013153554
376	0.07000523778
377	0.06990574642
378	0.0697330948
379	0.06959687654
380	0.06948925773
381	0.06944962477
382	0.06935747906
383	0.0692166631
384	0.06910349666
385	0.0690003349
386	0.0689119923
387	0.06886087309
388	0.06884544569
389	0.0687821069
390	0.06867033589
391	0.0685575632
392	0.06846703283
393	0.06835678151
394	0.0683079721
395	0.06820895289
396	0.06809836553
397	0.06792945138
398	0.06790884649
399	0.06782349123
400	0.06776056031
401	0.06764144692
402	0.06757133139
403	0.06745983476
404	0.0673846977
405	0.06721917871
406	0.0671068226
407	0.06699353205
408	0.06680602408
409	0.06669283119
410	0.06661885029
411	0.06649786931
412	0.06640803826
413	0.06632908409
414	0.06631774684
415	0.06622783292
416	0.06614223886
417	0.06605803819
418	0.06596780591
419	0.06595677916
420	0.06594605297
421	0.06587576977
422	0.06578912612
423	0.06576960296
424	0.06575548256
425	0.06567235547
426	0.06557164799
427	0.06554529392
428	0.06549135769
429	0.06544675281
430	0.06537561914
431	0.06533216884
432	0.06524534957
433	0.0651694328
434	0.06511776478
435	0.06505969879
436	0.06503688726
437	0.06498377539
438	0.0648572598
439	0.06477618134
440	0.06467273634
441	0.064655115
442	0.0645486882
443	0.06444066607
444	0.0644220442
445	0.06434721397
446	0.06426951414
447	0.0641939528
448	0.06412580599
449	0.06411621988
450	0.0640310389
451	0.06389988168
452	0.06380372732
453	0.06376234353
454	0.06362396309
455	0.06359917045
456	0.06348309774
457	0.06341217459
458	0.06325057578
459	0.06323265621
460	0.06319235315
461	0.06314370911
462	0.06306945173
463	0.06305180973
464	0.06296223479
465	0.06290595806
466	0.06279943019
467	0.0627815604
468	0.06277009665
469	0.06270209977
470	0.0626296819
471	0.06252498519
472	0.06236935467
473	0.06227298353
474	0.06222736163
475	0.06212560184
476	0.06206926188
477	0.06198941964
478	0.06190983896
479	0.06179651417
480	0.06173306958
481	0.06163612858
482	0.06156131197
483	0.0614950385
484	0.06140921281
485	0.06138165567
486	0.06128840693
487	0.06122228574
488	0.06113806921
489	0.06100415444
490	0.06093425193
491	0.06085623207
492	0.06084653002
493	0.06071054946
494	0.06069768108
495	0.06062630923
496	0.06056666459
497	0.06046025663
498	0.06039985594
499	0.06032111523
500	0.06028417758
501	0.06020800636
502	0.0601094599
503	0.06001274821
504	0.05994471532
505	0.05979845751
506	0.05976057064
507	0.05975401361
508	0.05970415177
509	0.05962547881
510	0.05952035578
511	0.05951086984
512	0.05940475948
513	0.05937280888
514	0.05927276221
515	0.05919268464
516	0.0591268765
517	0.05904152763
518	0.05897087923
519	0.05893857862
520	0.05888338719
521	0.05877722891
522	0.05866237647
523	0.05854719844
524	0.05850762839
525	0.05844764048
526	0.05834841566
527	0.05825372979
528	0.05817798765
529	0.05812846947
530	0.05808313412
531	0.05804632493
532	0.05793404596
533	0.05787456875
534	0.05785723607
535	0.0577928657
536	0.05768942513
537	0.05758979946
538	0.05750992343
539	0.0574756201
540	0.05739203895
541	0.05736723473
542	0.05732144459
543	0.05721569177
544	0.05720048678
545	0.05713077205
546	0.05707415542
547	0.05695005882
548	0.05691901663
549	0.05686723739
550	0.05675084153
551	0.05667196576
552	0.05658496551
553	0.05651094546
554	0.05644771924
555	0.05632851062
556	0.05627804047
557	0.05618744756
558	0.05608088742
559	0.05602638508
560	0.05598505532
561	0.05587831781
562	0.05586154702
563	0.05584591056
564	0.05574321529
565	0.05573126069
566	0.05566175463
567	0.05557828169
568	0.05554401294
569	0.05553767429
570	0.05553118965
571	0.05544230189
572	0.05538999859
573	0.05528371685
574	0.05527749098
575	0.05523146481
576	0.05517590927
577	0.05511064993
578	0.0550431907
579	0.05493038912
580	0.05486384207
581	0.05478021262
582	0.05471725514
583	0.05464650896
584	0.05459011998
585	0.05458407879
586	0.05447363984
587	0.05437667031
588	0.05430913749
589	0.05430332304
590	0.0542306598
591	0.05415141695
592	0.05407486122
593	0.05403379263
594	0.05393030975
595	0.05388176499
596	0.05383391123
597	0.05382840877
598	0.05375338778
599	0.05370668571
600	0.05370008245
601	0.05363817258
602	0.05358588975
603	0.05358027438
604	0.05352307073
605	0.05346990548
606	0.05343814776
607	0.05343198617
608	0.05336726136
609	0.0532809115
610	0.05321819848
611	0.05320712292
612	0.05312944649
613	0.05307501421
614	0.05306988291
615	0.05300327287
616	0.05299742409
617	0.05290213599
618	0.05281257875
619	0.05277606098
620	0.05277120265
621	0.05271077764
622	0.052599409
623	0.05259031546
624	0.05258501303
625	0.05257396187
626	0.05254676851
627	0.05254111624
628	0.05245526511
629	0.05239360932
630	0.05238918661
631	0.05234225475
632	0.0522848215
633	0.05223193281
634	0.05219089811
635	0.05215373969
636	0.05209528558
637	0.05203536075
638	0.05193831348
639	0.05190626318
640	0.05182492918
641	0.05171955013
642	0.05167469926
643	0.05159154776
644	0.05153085848
645	0.05144932154
646	0.05142370989
647	0.05141884625
648	0.05135159012
649	0.05127100248
650	0.05121093277
651	0.05114294642
652	0.05105322642
653	0.05104799291
654	0.05099814947
655	0.05095066103
656	0.05085740746
657	0.05085070984
658	0.05084151428
659	0.05080242244
660	0.0507374335
661	0.05069491042
662	0.05066112059
663	0.05061210264
664	0.05060754821
665	0.0505603205
666	0.05048407639
667	0.05043430877
668	0.05038782258
669	0.05033791067
670	0.05026052205
671	0.05022829516
672	0.05016768881
673	0.05009302503
674	0.05003017084
675	0.04995369467
676	0.04994983945
677	0.04991400794
678	0.04985532857
679	0.04977187375
680	0.04974288518
681	0.04967931291
682	0.04960976952
683	0.04952570033
684	0.04945279615
685	0.04937091319
686	0.04928061229
687	0.04923267455
688	0.04917275358
689	0.04909502702
690	0.04905366246
691	0.04898833462
692	0.04893593731
693	0.04888391426
694	0.04883724568
695	0.04880967156
696	0.04875548819
697	0.04866145184
698	0.04858926475
699	0.04854712302
700	0.04847859648
701	0.04841390226
702	0.04833985422
703	0.04829247391
704	0.04824160545
705	0.04817441199
706	0.04808854445
707	0.04800497346
708	0.04796583505
709	0.04792825132
710	0.04792396981
711	0.04784661737
712	0.04774687639
713	0.04770282015
714	0.0476208802
715	0.04755564225
716	0.04751360309
717	0.04744553477
718	0.04740356001
719	0.0473251911
720	0.04727030359
721	0.04720553037
722	0.04718592345
723	0.04712405086
724	0.04710322553
725	0.04707062324
726	0.04698173543
727	0.04691477925
728	0.04690779271
729	0.0468376379
730	0.04674823077
731	0.04670730547
732	0.04667049101
733	0.04661220042
734	0.04655737436
735	0.04655204185
736	0.04652147934
737	0.04650825414
738	0.0465030088
739	0.04647122895
740	0.04640556265
741	0.04638383095
742	0.04637772751
743	0.04636341607
744	0.04627303332
745	0.04619906951
746	0.04611482587
747	0.04611074811
748	0.04610566397
749	0.04604988771
750	0.04595839805
751	0.04588205121
752	0.04583383788
753	0.04578628138
754	0.04574584939
755	0.04574086456
756	0.04569490688
757	0.04564711547
758	0.04561131417
759	0.04558051537
760	0.04557565892
761	0.04552900532
762	0.04548676564
763	0.04546709832
764	0.04546254584
765	0.04541121586
766	0.04537089463
767	0.04529402877
768	0.04523551505
769	0.04520515429
770	0.04515597023
771	0.0451038732
772	0.04503580892
773	0.04500222403
774	0.0449237592
775	0.04490786113
776	0.04487816462
777	0.04480632501
778	0.04475842702
779	0.04473999086
780	0.04466449406
781	0.04461455223
782	0.04456869502
783	0.04451328431
784	0.04444903754
785	0.04443002263
786	0.04436691196
787	0.0443031272
788	0.04427681185
789	0.0442211019
790	0.04420254705
791	0.04415745146
792	0.04407305322
793	0.04402258795
794	0.04400499792
795	0.04392489857
796	0.0439213554
797	0.04388366974
798	0.04382591838
799	0.04375185457
800	0.04370305576
801	0.04367169781
802	0.04363478272
803	0.04356194611
804	0.04352532553
805	0.04343649491
806	0.04341021622
807	0.04335279747
808	0.04334759201
809	0.04331450391
810	0.04326250141
811	0.04319609107
812	0.04314507909
813	0.04308855689
814	0.04302682055
815	0.04302318686
816	0.04294451746
817	0.04289466558
818	0.04285984387
819	0.04285498523
820	0.04283284087
821	0.04277503529
822	0.04272591121
823	0.04267695135
824	0.04262929892
825	0.04261085606
826	0.04255267457
827	0.04251165584
828	0.04245405548
829	0.04239969883
830	0.04234820221
831	0.04229400366
832	0.04227348025
833	0.04222037425
834	0.04221733486
835	0.042169216
836	0.04212080656
837	0.04207408614
838	0.04203727343
839	0.04198961723
840	0.04195205214
841	0.0419163191
842	0.04185901591
843	0.04183755713
844	0.0417990227
845	0.04176083163
846	0.04169078593
847	0.04168792154
848	0.04163562743
849	0.04158656541
850	0.04158297777
851	0.04154432859
852	0.04152677188
853	0.04148460405
854	0.04142230564
855	0.04141937281
856	0.04141504307
857	0.04136420685
858	0.04133614872
859	0.04132864061
860	0.04129613486
861	0.04125141524
862	0.04124847986
863	0.04121024186
864	0.04114805816
865	0.04109318355
866	0.04103990632
867	0.04099979889
868	0.04097525809
869	0.04096365192
870	0.04096025724
871	0.04091280211
872	0.04090162396
873	0.04085100756
874	0.04084599601
875	0.04082246475
876	0.04077132526
877	0.04072844382
878	0.04072510736
879	0.04069064617
880	0.04064993075
881	0.04062377289
882	0.04056971892
883	0.04056551287
884	0.04054649449
885	0.04049904568
886	0.04049649919
887	0.04046261703
888	0.04040628161
889	0.04036947942
890	0.04028108628
891	0.04021330202
892	0.04018253512
893	0.04011205861
894	0.04002500725
895	0.03996735894
896	0.03996435922
897	0.03991182727
898	0.03986602665
899	0.0398343577
900	0.03981053567
901	0.03976227989
902	0.03972203573
903	0.0397124098
904	0.03964547483
905	0.03961245395
906	0.0395545401
907	0.03950592538
908	0.03949724097
909	0.03945109181
910	0.03944718834
911	0.03943976786
912	0.03937744455
913	0.03934023074
914	0.03925931827
915	0.03925366314
916	0.03919369431
917	0.03914329498
918	0.03908075462
919	0.0390248219
920	0.03902227812
921	0.03899433103
922	0.03895072719
923	0.03891895721
924	0.03887474512
925	0.03887228605
926	0.03885661414
927	0.03885157074
928	0.03882664404
929	0.03878253564
930	0.0387357656
931	0.03866883366
932	0.03861702313
933	0.03856523377
934	0.03852096718
935	0.03846528011
936	0.03842664773
937	0.03838077032
938	0.03834817177
939	0.03831431526
940	0.03831121381
941	0.03826005357
942	0.038256325
943	0.0381850564
944	0.03814012792
945	0.03813746689
946	0.03810178997
947	0.0380544778
948	0.03805122476
949	0.03800869112
950	0.03800635691
951	0.03796275063
952	0.03796009249
953	0.03790685753
954	0.03786811018
955	0.03783079528
956	0.03779020093
957	0.03776430426
958	0.03772715396
959	0.03770806073
960	0.03769537404
961	0.03768172394
962	0.03763186563
963	0.03759653257
964	0.03752400342
965	0.03748119009
966	0.03745797865
967	0.03743559718
968	0.03743263548
969	0.03736169052
970	0.03729781859
971	0.0372801603
972	0.03719940336
973	0.03719292925
974	0.03718680348
975	0.03715091708
976	0.03710082729
977	0.03707726939
978	0.03707193442
979	0.03703352318
980	0.03698715792
981	0.0369309202
982	0.03689464494
983	0.036871291
984	0.03680957016
985	0.03675934254
986	0.03673276805
987	0.03668967214
988	0.03663026179
989	0.03660016072
990	0.03655048169
991	0.03654860955
992	0.03654651507
993	0.03650836645
994	0.03647220575
995	0.03642074135
996	0.03636284703
997	0.03630797993
998	0.0362671953
999	0.03626519928
